trainee,id,cat,subcat,text,grade,input_text,label
13,9,성장과정,가치관,"책임감, 공동체 의식, 성장 지향",D,"[성장과정] [가치관] 책임감, 공동체 의식, 성장 지향",3
13,9,성장과정,가족/환경의 영향,자원봉사와 지역 행사 경험 → 주도성과 협업 능력 형성,C,[성장과정] [가족/환경의 영향] 자원봉사와 지역 행사 경험 → 주도성과 협업 능력 형성,2
13,9,성장과정,전환점/특별한 경험,"대학 시절 토론 동아리 공동 설립, 산업 워크숍 기획",C,"[성장과정] [전환점/특별한 경험] 대학 시절 토론 동아리 공동 설립, 산업 워크숍 기획",2
13,9,성격의 장단점,장점 기술,"명확하고 자신감 있는 커뮤니케이션, 리더십, 발표 능력",C,"[성격의 장단점] [장점 기술] 명확하고 자신감 있는 커뮤니케이션, 리더십, 발표 능력",2
13,9,성격의 장단점,단점 기술 및 극복 노력,"작업 분할, 마일스톤 설정, 정기 피드백으로 효율성 향상",C,"[성격의 장단점] [단점 기술 및 극복 노력] 작업 분할, 마일스톤 설정, 정기 피드백으로 효율성 향상",2
13,9,성격의 장단점,대인관계 성향,"팀워크, 협업 중심",E,"[성격의 장단점] [대인관계 성향] 팀워크, 협업 중심",4
13,9,학창시절,학업 태도,"적극적 학습자, 실무형 활동 중심",C,"[학창시절] [학업 태도] 적극적 학습자, 실무형 활동 중심",2
13,9,학창시절,활동 참여,"산업 워크숍 기획, 토론 동아리 공동 설립",C,"[학창시절] [활동 참여] 산업 워크숍 기획, 토론 동아리 공동 설립",2
13,9,학창시절,성취 및 도전 경험,지역 자선 활동 및 대형 워크숍 운영 경험,C,[학창시절] [성취 및 도전 경험] 지역 자선 활동 및 대형 워크숍 운영 경험,2
13,9,지원동기,회사/직무 이해도,행사 기획 및 커뮤니케이션 역량이 직무에 적합함,C,[지원동기] [회사/직무 이해도] 행사 기획 및 커뮤니케이션 역량이 직무에 적합함,2
13,9,지원동기,지원 이유의 명확성,영어 발표 능력 향상 및 리더십 경험 기여 희망,C,[지원동기] [지원 이유의 명확성] 영어 발표 능력 향상 및 리더십 경험 기여 희망,2
13,9,지원동기,직무 적합성 강조,"발표, 조직 운영, 커뮤니케이션 역량 있음",C,"[지원동기] [직무 적합성 강조] 발표, 조직 운영, 커뮤니케이션 역량 있음",2
13,9,입사 후 포부,단기 목표,"영어 프레젠테이션 능력 향상, 팀 프로젝트 참여",C,"[입사 후 포부] [단기 목표] 영어 프레젠테이션 능력 향상, 팀 프로젝트 참여",2
13,9,입사 후 포부,장기 비전,"발표 전문성 강화, 멘토십을 통한 성장",D,"[입사 후 포부] [장기 비전] 발표 전문성 강화, 멘토십을 통한 성장",3
13,9,입사 후 포부,기여 방안,행사 기획 역량과 리더십으로 팀과 조직에 실질적 기여,D,[입사 후 포부] [기여 방안] 행사 기획 역량과 리더십으로 팀과 조직에 실질적 기여,3
13,9,직무 경험,직무 관련 능력,"워크숍 운영, 발표 경험 다수",D,"[직무 경험] [직무 관련 능력] 워크숍 운영, 발표 경험 다수",3
13,9,직무 경험,문제 해결력,"커뮤니케이션, 기획, 리더십",C,"[직무 경험] [문제 해결력] 커뮤니케이션, 기획, 리더십",2
13,10,성장과정,가치관,"책임감, 성실함",E,"[성장과정] [가치관] 책임감, 성실함",4
13,10,성장과정,가족/환경의 영향,"따뜻한 가족, 정직한 생활 습관",D,"[성장과정] [가족/환경의 영향] 따뜻한 가족, 정직한 생활 습관",3
13,10,성장과정,전환점/특별한 경험,시간 엄수 습관 형성,D,[성장과정] [전환점/특별한 경험] 시간 엄수 습관 형성,3
13,10,성격의 장단점,장점 기술,"시간 약속 철저, 일정 관리 능력",D,"[성격의 장단점] [장점 기술] 시간 약속 철저, 일정 관리 능력",3
13,10,성격의 장단점,단점 기술 및 극복 노력,체크리스트 활용 → 실수 감소,D,[성격의 장단점] [단점 기술 및 극복 노력] 체크리스트 활용 → 실수 감소,3
13,10,성격의 장단점,대인관계 성향,성실하고 책임감 있게 업무 수행,D,[성격의 장단점] [대인관계 성향] 성실하고 책임감 있게 업무 수행,3
13,10,학창시절,학업 태도,성실한 자세로 꾸준한 학습 태도,E,[학창시절] [학업 태도] 성실한 자세로 꾸준한 학습 태도,4
13,10,학창시절,활동 참여,아르바이트,E,[학창시절] [활동 참여] 아르바이트,4
13,10,학창시절,성취 및 도전 경험,일정 관리 및 시간 준수로 성취 기반 마련,C,[학창시절] [성취 및 도전 경험] 일정 관리 및 시간 준수로 성취 기반 마련,2
13,10,지원동기,회사/직무 이해도,자기 성장 및 회사 기여 의지,C,[지원동기] [회사/직무 이해도] 자기 성장 및 회사 기여 의지,2
13,10,지원동기,지원 이유의 명확성,성장 기회 및 발판 확보 명확,D,[지원동기] [지원 이유의 명확성] 성장 기회 및 발판 확보 명확,3
13,10,지원동기,직무 적합성 강조,성실함 + 책임감 있는 태도 적합,D,[지원동기] [직무 적합성 강조] 성실함 + 책임감 있는 태도 적합,3
13,10,입사 후 포부,단기 목표,주어진 업무에 최선을 다함,D,[입사 후 포부] [단기 목표] 주어진 업무에 최선을 다함,3
13,10,입사 후 포부,장기 비전,함께 성장하는 구성원 지향,D,[입사 후 포부] [장기 비전] 함께 성장하는 구성원 지향,3
13,10,입사 후 포부,기여 방안,조직 내 성실한 업무 수행으로 기여,E,[입사 후 포부] [기여 방안] 조직 내 성실한 업무 수행으로 기여,4
13,10,직무 경험,직무 관련 능력,간접적 언급 (시간 관리 경험),E,[직무 경험] [직무 관련 능력] 간접적 언급 (시간 관리 경험),4
13,10,직무 경험,문제 해결력,효율적 일정 관리,C,[직무 경험] [문제 해결력] 효율적 일정 관리,2
13,11,성장과정,가치관,,E,,4
13,11,성장과정,가족/환경의 영향,,D,,3
13,11,성장과정,전환점/특별한 경험,,D,,3
13,11,성격의 장단점,장점 기술,,D,,3
16,1,성장과정,가치관,관광산업의 가치를 이해하고 다양한 문화를 존중하며 성장했습니다.,B,[성장과정] [가치관] 관광산업의 가치를 이해하고 다양한 문화를 존중하며 성장했습니다.,1
16,1,성장과정,가족/환경의 영향,가족의 지지를 받으며 새로운 경험을 추구하고자 한국 유학을 선택했습니다.,B,[성장과정] [가족/환경의 영향] 가족의 지지를 받으며 새로운 경험을 추구하고자 한국 유학을 선택했습니다.,1
16,1,성장과정,전환점/특별한 경험,한국 관광경영 수업과 현장 프로젝트를 통해 진로를 명확히 설정했습니다.,B,[성장과정] [전환점/특별한 경험] 한국 관광경영 수업과 현장 프로젝트를 통해 진로를 명확히 설정했습니다.,1
16,1,성격의 장단점,장점 기술,사람들과 소통을 잘하며 열린 태도로 협업을 이끕니다.,B,[성격의 장단점] [장점 기술] 사람들과 소통을 잘하며 열린 태도로 협업을 이끕니다.,1
16,1,성격의 장단점,단점 기술 및 극복 노력,지나치게 신중해 결정을 늦출 때가 있어 우선순위 설정을 연습하고 있습니다.,D,[성격의 장단점] [단점 기술 및 극복 노력] 지나치게 신중해 결정을 늦출 때가 있어 우선순위 설정을 연습하고 있습니다.,3
16,1,성격의 장단점,대인관계 성향,다양한 사람들과 긍정적으로 소통하며 팀워크를 중시합니다.,B,[성격의 장단점] [대인관계 성향] 다양한 사람들과 긍정적으로 소통하며 팀워크를 중시합니다.,1
16,1,학창시절,학업 태도,전공 수업을 성실히 이수하며 관광 이론과 실무를 균형 있게 학습했습니다.,D,[학창시절] [학업 태도] 전공 수업을 성실히 이수하며 관광 이론과 실무를 균형 있게 학습했습니다.,3
16,1,학창시절,활동 참여,소규모 여행 코스 기획 프로젝트에 참여하며 팀워크를 발휘했습니다.,C,[학창시절] [활동 참여] 소규모 여행 코스 기획 프로젝트에 참여하며 팀워크를 발휘했습니다.,2
16,1,학창시절,성취 및 도전 경험,실제 고객의 니즈를 반영한 맞춤형 일정을 기획해 발표한 경험이 있습니다.,B,[학창시절] [성취 및 도전 경험] 실제 고객의 니즈를 반영한 맞춤형 일정을 기획해 발표한 경험이 있습니다.,1
16,1,지원동기,회사/직무 이해도,한국 관광산업의 성장성과 글로벌 트렌드를 이해하고 있습니다.,B,[지원동기] [회사/직무 이해도] 한국 관광산업의 성장성과 글로벌 트렌드를 이해하고 있습니다.,1
16,1,지원동기,지원 이유의 명확성,관광 분야에서 고객 맞춤형 서비스를 제공하고자 지원했습니다.,B,[지원동기] [지원 이유의 명확성] 관광 분야에서 고객 맞춤형 서비스를 제공하고자 지원했습니다.,1
16,1,지원동기,직무 적합성 강조,관광 마케팅과 서비스 기획 경험을 살려 기여할 자신이 있습니다.,A,[지원동기] [직무 적합성 강조] 관광 마케팅과 서비스 기획 경험을 살려 기여할 자신이 있습니다.,0
16,1,입사후포부,단기 목표,현장 경험을 통해 고객 요구를 파악하는 능력을 키우겠습니다.,A,[입사후포부] [단기 목표] 현장 경험을 통해 고객 요구를 파악하는 능력을 키우겠습니다.,0
16,1,입사후포부,장기 비전,글로벌 관광 트렌드를 선도하는 전문가로 성장하고자 합니다.,A,[입사후포부] [장기 비전] 글로벌 관광 트렌드를 선도하는 전문가로 성장하고자 합니다.,0
16,1,입사후포부,기여 방안,다양한 문화적 배경을 이해하고 소통해 고객 만족도를 높이겠습니다.,B,[입사후포부] [기여 방안] 다양한 문화적 배경을 이해하고 소통해 고객 만족도를 높이겠습니다.,1
16,1,직무경험,실무 경험,관광 마케팅 수업과 현장 프로젝트 경험이 있습니다.,A,[직무경험] [실무 경험] 관광 마케팅 수업과 현장 프로젝트 경험이 있습니다.,0
16,1,직무경험,직무 관련 능력,고객 맞춤형 서비스 기획 역량을 보유했습니다.,A,[직무경험] [직무 관련 능력] 고객 맞춤형 서비스 기획 역량을 보유했습니다.,0
16,1,직무경험,문제 해결력,다양한 의견을 조율하며 최적의 결과를 도출했습니다.,A,[직무경험] [문제 해결력] 다양한 의견을 조율하며 최적의 결과를 도출했습니다.,0
16,2,성장과정,가치관,요리를 통해 정성을 전하며 사람들에게 기쁨을 주는 것에 가치를 두었습니다.,B,[성장과정] [가치관] 요리를 통해 정성을 전하며 사람들에게 기쁨을 주는 것에 가치를 두었습니다.,1
16,2,성장과정,가족/환경의 영향,가족 식사 준비를 도우며 자연스럽게 조리에 대한 흥미를 키웠습니다.,B,[성장과정] [가족/환경의 영향] 가족 식사 준비를 도우며 자연스럽게 조리에 대한 흥미를 키웠습니다.,1
16,2,성장과정,전환점/특별한 경험,호텔경영학과 진학 후 전문적인 조리 실습을 통해 꿈을 구체화했습니다.,C,[성장과정] [전환점/특별한 경험] 호텔경영학과 진학 후 전문적인 조리 실습을 통해 꿈을 구체화했습니다.,2
16,2,성격의 장단점,장점 기술,책임감을 가지고 맡은 일을 끝까지 해냅니다.,C,[성격의 장단점] [장점 기술] 책임감을 가지고 맡은 일을 끝까지 해냅니다.,2
16,2,성격의 장단점,단점 기술 및 극복 노력,세부적인 부분을 신경 쓰다 일정이 지연될 때가 있어 우선순위를 정하며 개선 중입니다.,D,[성격의 장단점] [단점 기술 및 극복 노력] 세부적인 부분을 신경 쓰다 일정이 지연될 때가 있어 우선순위를 정하며 개선 중입니다.,3
16,2,성격의 장단점,대인관계 성향,팀원들과 협력하며 차분하게 문제를 해결하는 것을 중요하게 생각합니다.,B,[성격의 장단점] [대인관계 성향] 팀원들과 협력하며 차분하게 문제를 해결하는 것을 중요하게 생각합니다.,1
16,2,학창시절,학업 태도,호텔 서비스와 외식 산업 전반을 성실히 학습했습니다.,B,[학창시절] [학업 태도] 호텔 서비스와 외식 산업 전반을 성실히 학습했습니다.,1
16,2,학창시절,활동 참여,조리 실습과 위생 관리 교육을 통해 실무 감각을 익혔습니다.,C,[학창시절] [활동 참여] 조리 실습과 위생 관리 교육을 통해 실무 감각을 익혔습니다.,2
16,2,학창시절,성취 및 도전 경험,외식업체 인턴과 아르바이트를 통해 현장 적응력을 키웠습니다.,C,[학창시절] [성취 및 도전 경험] 외식업체 인턴과 아르바이트를 통해 현장 적응력을 키웠습니다.,2
16,2,지원동기,회사/직무 이해도,고객에게 감동을 주는 요리의 중요성을 이해하고 있습니다.,B,[지원동기] [회사/직무 이해도] 고객에게 감동을 주는 요리의 중요성을 이해하고 있습니다.,1
16,2,지원동기,지원 이유의 명확성,정성과 책임감을 담아 요리를 제공하고자 지원했습니다.,A,[지원동기] [지원 이유의 명확성] 정성과 책임감을 담아 요리를 제공하고자 지원했습니다.,0
16,2,지원동기,직무 적합성 강조,조리 실습과 현장 경험을 바탕으로 실무 역량을 발휘할 자신이 있습니다.,A,[지원동기] [직무 적합성 강조] 조리 실습과 현장 경험을 바탕으로 실무 역량을 발휘할 자신이 있습니다.,0
16,2,입사후포부,단기 목표,현장에서 빠르게 적응하며 팀원들과 조화를 이루겠습니다.,B,[입사후포부] [단기 목표] 현장에서 빠르게 적응하며 팀원들과 조화를 이루겠습니다.,1
16,2,입사후포부,장기 비전,신뢰받는 조리사로 성장하며 후배에게 모범이 되고자 합니다.,A,[입사후포부] [장기 비전] 신뢰받는 조리사로 성장하며 후배에게 모범이 되고자 합니다.,0
16,2,입사후포부,기여 방안,변화하는 트렌드와 고객 니즈를 반영한 요리를 제공하겠습니다.,B,[입사후포부] [기여 방안] 변화하는 트렌드와 고객 니즈를 반영한 요리를 제공하겠습니다.,1
16,2,직무경험,실무 경험,외식업체 인턴과 아르바이트 경험이 있습니다.,B,[직무경험] [실무 경험] 외식업체 인턴과 아르바이트 경험이 있습니다.,1
16,2,직무경험,직무 관련 능력,한식과 양식 자격증 취득으로 전문성을 갖추었습니다.,B,[직무경험] [직무 관련 능력] 한식과 양식 자격증 취득으로 전문성을 갖추었습니다.,1
16,2,직무경험,문제 해결력,예기치 못한 상황에서도 침착하게 대처하며 문제를 해결했습니다.,C,[직무경험] [문제 해결력] 예기치 못한 상황에서도 침착하게 대처하며 문제를 해결했습니다.,2
16,3,성장과정,가치관,법을 통해 사람들의 권리를 보호하고 공정함을 실현하는 데 가치를 두었습니다.,A,[성장과정] [가치관] 법을 통해 사람들의 권리를 보호하고 공정함을 실현하는 데 가치를 두었습니다.,0
16,3,성장과정,가족/환경의 영향,부당한 상황을 해결하지 못하는 사람들을 보며 법조인의 필요성을 느꼈습니다.,B,[성장과정] [가족/환경의 영향] 부당한 상황을 해결하지 못하는 사람들을 보며 법조인의 필요성을 느꼈습니다.,1
16,3,성장과정,전환점/특별한 경험,하노이법대 입학 후 전문적 법학 지식을 체계적으로 배우게 되었습니다.,B,[성장과정] [전환점/특별한 경험] 하노이법대 입학 후 전문적 법학 지식을 체계적으로 배우게 되었습니다.,1
16,3,성격의 장단점,장점 기술,책임감을 가지고 맡은 일을 끝까지 수행합니다.,B,[성격의 장단점] [장점 기술] 책임감을 가지고 맡은 일을 끝까지 수행합니다.,1
16,3,성격의 장단점,단점 기술 및 극복 노력,새로운 도전에 신중한 편이지만 실패를 두려워하지 않도록 연습하고 있습니다.,D,[성격의 장단점] [단점 기술 및 극복 노력] 새로운 도전에 신중한 편이지만 실패를 두려워하지 않도록 연습하고 있습니다.,3
16,3,성격의 장단점,대인관계 성향,협력과 팀워크를 중시하며 열린 마음으로 의견을 나눕니다.,B,[성격의 장단점] [대인관계 성향] 협력과 팀워크를 중시하며 열린 마음으로 의견을 나눕니다.,1
16,3,학창시절,학업 태도,"민법, 형법, 헌법 등 기초부터 심화까지 성실히 공부했습니다.",B,"[학창시절] [학업 태도] 민법, 형법, 헌법 등 기초부터 심화까지 성실히 공부했습니다.",1
16,3,학창시절,활동 참여,팀 발표와 토론을 통해 설득력을 키웠습니다.,C,[학창시절] [활동 참여] 팀 발표와 토론을 통해 설득력을 키웠습니다.,2
16,3,학창시절,성취 및 도전 경험,법률 리서치 과제를 수행하며 자료 조사 능력을 강화했습니다.,C,[학창시절] [성취 및 도전 경험] 법률 리서치 과제를 수행하며 자료 조사 능력을 강화했습니다.,2
16,3,지원동기,회사/직무 이해도,법조인의 역할과 사회적 책임을 잘 이해하고 있습니다.,A,[지원동기] [회사/직무 이해도] 법조인의 역할과 사회적 책임을 잘 이해하고 있습니다.,0
16,3,지원동기,지원 이유의 명확성,사람들의 법적 권리를 지키고자 지원했습니다.,A,[지원동기] [지원 이유의 명확성] 사람들의 법적 권리를 지키고자 지원했습니다.,0
16,3,지원동기,직무 적합성 강조,법학 지식과 논리적 사고력을 활용해 기여할 수 있습니다.,A,[지원동기] [직무 적합성 강조] 법학 지식과 논리적 사고력을 활용해 기여할 수 있습니다.,0
16,3,입사후포부,단기 목표,실무 경험을 통해 현장의 목소리를 배우겠습니다.,B,[입사후포부] [단기 목표] 실무 경험을 통해 현장의 목소리를 배우겠습니다.,1
16,3,입사후포부,장기 비전,신뢰받는 변호사로서 사회 정의 실현에 기여하고자 합니다.,A,[입사후포부] [장기 비전] 신뢰받는 변호사로서 사회 정의 실현에 기여하고자 합니다.,0
16,3,입사후포부,기여 방안,객관적이고 공정한 해결책을 제시하는 전문가가 되겠습니다.,B,[입사후포부] [기여 방안] 객관적이고 공정한 해결책을 제시하는 전문가가 되겠습니다.,1
16,3,직무경험,실무 경험,법률 리서치와 팀 발표 경험이 있습니다.,B,[직무경험] [실무 경험] 법률 리서치와 팀 발표 경험이 있습니다.,1
16,3,직무경험,직무 관련 능력,다양한 법 분야 지식을 보유하고 있습니다.,B,[직무경험] [직무 관련 능력] 다양한 법 분야 지식을 보유하고 있습니다.,1
16,3,직무경험,문제 해결력,자료 분석과 논리적 추론으로 해결책을 도출했습니다.,C,[직무경험] [문제 해결력] 자료 분석과 논리적 추론으로 해결책을 도출했습니다.,2
16,4,성장과정,가치관,언어 교육을 통해 다른 문화와 사람을 연결하는 것에 가치를 두었습니다.,B,[성장과정] [가치관] 언어 교육을 통해 다른 문화와 사람을 연결하는 것에 가치를 두었습니다.,1
16,4,성장과정,가족/환경의 영향,한국어 학습 경험을 통해 외국인에게 도움을 주고자 결심했습니다.,B,[성장과정] [가족/환경의 영향] 한국어 학습 경험을 통해 외국인에게 도움을 주고자 결심했습니다.,1
16,4,성장과정,전환점/특별한 경험,한국어교육학 전공으로 전문 지식을 쌓았습니다.,C,[성장과정] [전환점/특별한 경험] 한국어교육학 전공으로 전문 지식을 쌓았습니다.,2
16,4,성격의 장단점,장점 기술,차분하고 인내심 있게 학생의 입장에서 설명할 수 있습니다.,C,[성격의 장단점] [장점 기술] 차분하고 인내심 있게 학생의 입장에서 설명할 수 있습니다.,2
16,4,성격의 장단점,단점 기술 및 극복 노력,새로운 도전을 망설이는 편이지만 자신감을 키워가고 있습니다.,D,[성격의 장단점] [단점 기술 및 극복 노력] 새로운 도전을 망설이는 편이지만 자신감을 키워가고 있습니다.,3
16,4,성격의 장단점,대인관계 성향,친근하게 다가가며 다양한 문화권 학습자와도 자연스럽게 소통합니다.,B,[성격의 장단점] [대인관계 성향] 친근하게 다가가며 다양한 문화권 학습자와도 자연스럽게 소통합니다.,1
16,4,학창시절,학업 태도,한국어 교수법과 언어습득 이론을 체계적으로 공부했습니다.,C,[학창시절] [학업 태도] 한국어 교수법과 언어습득 이론을 체계적으로 공부했습니다.,2
16,4,학창시절,활동 참여,교육 봉사활동에서 직접 수업을 진행했습니다.,D,[학창시절] [활동 참여] 교육 봉사활동에서 직접 수업을 진행했습니다.,3
16,4,학창시절,성취 및 도전 경험,모의 수업과 교안 작성 과제를 통해 실전 감각을 익혔습니다.,D,[학창시절] [성취 및 도전 경험] 모의 수업과 교안 작성 과제를 통해 실전 감각을 익혔습니다.,3
16,4,지원동기,회사/직무 이해도,한국어 교육자의 역할과 책임을 잘 이해하고 있습니다.,B,[지원동기] [회사/직무 이해도] 한국어 교육자의 역할과 책임을 잘 이해하고 있습니다.,1
16,4,지원동기,지원 이유의 명확성,외국인 학습자에게 도움을 주고자 지원했습니다.,B,[지원동기] [지원 이유의 명확성] 외국인 학습자에게 도움을 주고자 지원했습니다.,1
16,4,지원동기,직무 적합성 강조,교수법 지식과 교육 경험을 바탕으로 학생 성장을 지원할 자신이 있습니다.,A,[지원동기] [직무 적합성 강조] 교수법 지식과 교육 경험을 바탕으로 학생 성장을 지원할 자신이 있습니다.,0
16,4,입사후포부,단기 목표,학생들의 학습 불안을 이해하고 성실히 지도하겠습니다.,A,[입사후포부] [단기 목표] 학생들의 학습 불안을 이해하고 성실히 지도하겠습니다.,0
16,4,입사후포부,장기 비전,문화적 가교 역할을 하는 따뜻한 교사가 되고자 합니다.,A,[입사후포부] [장기 비전] 문화적 가교 역할을 하는 따뜻한 교사가 되고자 합니다.,0
16,4,입사후포부,기여 방안,한국어뿐 아니라 문화를 함께 전달하는 수업을 실천하겠습니다.,B,[입사후포부] [기여 방안] 한국어뿐 아니라 문화를 함께 전달하는 수업을 실천하겠습니다.,1
16,4,직무경험,실무 경험,한국어 교육 봉사 경험이 있습니다.,A,[직무경험] [실무 경험] 한국어 교육 봉사 경험이 있습니다.,0
16,4,직무경험,직무 관련 능력,수업 설계와 교안 작성 능력을 갖추었습니다.,A,[직무경험] [직무 관련 능력] 수업 설계와 교안 작성 능력을 갖추었습니다.,0
16,4,직무경험,문제 해결력,학습자의 어려움을 경청하고 해결 방안을 모색합니다.,B,[직무경험] [문제 해결력] 학습자의 어려움을 경청하고 해결 방안을 모색합니다.,1
16,5,성장과정,가치관,고객 만족과 긍정적 경험을 통해 가치를 전달하는 것을 중시했습니다.,B,[성장과정] [가치관] 고객 만족과 긍정적 경험을 통해 가치를 전달하는 것을 중시했습니다.,1
16,5,성장과정,가족/환경의 영향,다양한 문화를 접하며 열린 사고와 소통 능력을 키웠습니다.,C,[성장과정] [가족/환경의 영향] 다양한 문화를 접하며 열린 사고와 소통 능력을 키웠습니다.,2
16,5,성장과정,전환점/특별한 경험,호텔경영학 전공을 통해 서비스 경험의 중요성을 깨달았습니다.,C,[성장과정] [전환점/특별한 경험] 호텔경영학 전공을 통해 서비스 경험의 중요성을 깨달았습니다.,2
16,5,성격의 장단점,장점 기술,친절하고 적극적으로 소통하며 팀워크를 이끕니다.,C,[성격의 장단점] [장점 기술] 친절하고 적극적으로 소통하며 팀워크를 이끕니다.,2
16,5,성격의 장단점,단점 기술 및 극복 노력,꼼꼼함으로 결정이 늦어질 때가 있어 우선순위를 설정하고 있습니다.,D,[성격의 장단점] [단점 기술 및 극복 노력] 꼼꼼함으로 결정이 늦어질 때가 있어 우선순위를 설정하고 있습니다.,3
16,5,성격의 장단점,대인관계 성향,다양한 국적의 친구들과 자연스럽게 교류하며 열린 사고를 가졌습니다.,B,[성격의 장단점] [대인관계 성향] 다양한 국적의 친구들과 자연스럽게 교류하며 열린 사고를 가졌습니다.,1
16,5,학창시절,학업 태도,호텔 서비스와 브랜드 관리 등 실무 중심 과목을 성실히 이수했습니다.,B,[학창시절] [학업 태도] 호텔 서비스와 브랜드 관리 등 실무 중심 과목을 성실히 이수했습니다.,1
16,5,학창시절,활동 참여,가상의 호텔 운영 시나리오 실습을 통해 고객 응대 역량을 키웠습니다.,B,[학창시절] [활동 참여] 가상의 호텔 운영 시나리오 실습을 통해 고객 응대 역량을 키웠습니다.,1
16,5,학창시절,성취 및 도전 경험,마케팅 기획 프로젝트를 통해 고객 만족 전략을 제안했습니다.,C,[학창시절] [성취 및 도전 경험] 마케팅 기획 프로젝트를 통해 고객 만족 전략을 제안했습니다.,2
16,5,지원동기,회사/직무 이해도,호텔 서비스가 단순한 응대가 아닌 전략적 소통임을 이해합니다.,B,[지원동기] [회사/직무 이해도] 호텔 서비스가 단순한 응대가 아닌 전략적 소통임을 이해합니다.,1
16,5,지원동기,지원 이유의 명확성,서비스 경험과 커뮤니케이션 역량을 살려 기여하고자 지원했습니다.,A,[지원동기] [지원 이유의 명확성] 서비스 경험과 커뮤니케이션 역량을 살려 기여하고자 지원했습니다.,0
